,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,subsample,rps_train,std_train,rps_test,std_test
0,0.6,0.05,4,3,226,0.9,0.1594091121503083,0.0008281407602706566,0.16954510206182874,0.0032769557997066223
1,0.8,0.01,3,3,129,0.7,0.18059086107818434,0.0006106883492833937,0.18146155952597307,0.0023965875396943976
2,1.0,0.1,4,1,522,0.8,0.12523575384404598,0.0006432983597756887,0.17336234363660347,0.0037101349163680625
3,0.6,0.01,4,2,831,0.9,0.16151892871647483,0.0007515598951225698,0.16928493625231447,0.0032190326551899814
4,1.0,0.05,4,3,704,0.7,0.1388488672279188,0.0008613488045167869,0.17152438970287767,0.003481596923321527
5,1.0,0.1,5,2,995,0.9,0.06223864994367244,0.0008187894987672561,0.18054799413476413,0.0038045623893224276
6,0.9,0.05,4,1,99,1.0,0.16435730137484744,0.000738888143247629,0.16934669582508624,0.003173495002080945
7,0.8,0.1,2,1,620,0.9,0.15840727256154394,0.0008054301392363011,0.1706592643685242,0.0031479304858436368
8,1.0,0.01,3,4,200,0.8,0.17304353550747104,0.0007250047880707222,0.17430748776113156,0.0027275553507654805
9,0.9,0.05,1,4,17,0.8,0.20554462743589214,0.000351616195232243,0.20567409749031743,0.000997029730011967
10,0.6,0.01,2,1,299,1.0,0.17246297460698595,0.0007153817140633398,0.1735048152806832,0.0025614315965901565
11,0.6,0.05,3,1,417,0.9,0.1597577198817839,0.0007828315282344458,0.1697626445119393,0.003327680666864584
12,0.9,0.05,5,4,216,0.9,0.15274560020799063,0.0006037279065550994,0.1701094556849329,0.003326185051794083
13,0.8,0.01,2,3,745,0.8,0.16735830882594432,0.0007599725610933453,0.1693234041086118,0.0030032433120645683
14,1.0,0.05,4,4,997,0.8,0.12969534108682537,0.0006162875874494432,0.17293779758542133,0.003385842898478058
15,0.8,0.05,2,1,545,0.9,0.16348125984792383,0.0007949017390312147,0.16960745032962402,0.0031318033749160195
16,0.7,0.05,4,2,507,0.9,0.1480330681887622,0.0007078295993941568,0.1705483131337966,0.003404913742369376
17,0.7,0.1,5,3,530,0.8,0.10378849116552105,0.00046066851788974505,0.17501407646116893,0.003337548910774864
18,0.8,0.05,4,3,800,0.8,0.13693050977049787,0.0007697459301563305,0.17178195044522068,0.003434027267482178
19,0.9,0.01,5,1,361,0.9,0.16216336248421004,0.0007271811285576587,0.16958819403178008,0.0031180254556064098
