,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,subsample,rps_train,std_train,rps_test,std_test
0,0.6,0.1,5,1,961,0.8,0.04247264289942311,0.0004272115858488942,0.09094245391964793,0.0017991172721722756
1,0.6,0.1,2,4,2,0.7,0.19850826941586996,0.0026686895843326085,0.19854155667178863,0.0024720478784159587
2,0.7,0.1,3,3,483,0.8,0.07868676854771364,0.0003933112250725659,0.08672838246370618,0.0016187904169249864
3,0.9,0.1,1,2,607,0.9,0.08460773712055807,0.00038302863015453196,0.08584554787524101,0.001602964879075161
4,0.8,0.1,2,4,514,0.9,0.08247522523594106,0.0003725882984646086,0.08617460070981582,0.0015783695618345668
5,0.7,0.05,2,4,524,0.8,0.08383032871668095,0.00036458571657749857,0.08580118546999535,0.0015728771975535693
6,0.8,0.05,2,3,263,0.9,0.08470027974600254,0.0003677777913425179,0.0856483471888872,0.001564230298562373
7,1.0,0.01,5,1,510,0.9,0.08297833476366615,0.0003227652220819834,0.08582286479680193,0.0015467439038913664
8,0.6,0.01,3,1,358,0.7,0.08608309652200466,0.00039673249502131843,0.08660425433231228,0.0014111437105986905
9,0.9,0.01,5,1,390,0.7,0.08348937113691215,0.0003323677341937884,0.08591876748410193,0.0014995894387663392
10,1.0,0.05,3,4,609,1.0,0.0814065522687023,0.00035281337657109315,0.08626783389693063,0.0015863797637119133
11,0.8,0.1,2,4,154,0.9,0.08453611722382808,0.0003569151096808471,0.08566387551922804,0.0015311413670715235
12,1.0,0.01,3,4,373,0.9,0.08579353397506298,0.00037978679751043986,0.08626371641387583,0.0015753006900923092
13,0.6,0.1,1,2,514,0.7,0.08466726037364765,0.00037787109854412967,0.0858004702178728,0.0015251189566763187
14,0.6,0.01,1,4,822,1.0,0.08652728245422509,0.00037945626170512515,0.08670732280370183,0.0014852407734797083
15,0.8,0.01,3,3,29,0.9,0.18418007413093415,0.00010140158659476618,0.18424575230138715,0.00045762055228670026
16,0.7,0.1,5,2,927,0.9,0.045240888674036986,0.0004293790953815432,0.09061683553218258,0.0017345534010907557
17,0.8,0.1,5,3,19,0.7,0.0908143095698899,0.00029271715718168754,0.09236187294088152,0.0013342234005535732
18,0.9,0.05,3,1,341,1.0,0.08325589413398411,0.00033532227635714505,0.08581270663427251,0.0015293528536398614
19,0.7,0.01,2,2,586,1.0,0.08587779649830071,0.0003721175951703931,0.08620143494481732,0.0015255875299024187
20,0.7,0.1,4,1,375,0.9,0.07454811902299001,0.0003358815189891301,0.08696962143348066,0.0015595414806893098
21,0.6,0.01,3,2,882,1.0,0.08454502668586869,0.0003618170052965814,0.08569596886135868,0.0015196715373290747
22,1.0,0.05,5,3,388,0.9,0.07538306510566063,0.0003309410015046598,0.08671902906932127,0.0015629367547800583
23,0.9,0.1,5,1,805,0.8,0.04474708799640051,0.0003724380967803896,0.09064715420853212,0.0016587200080461074
24,1.0,0.05,3,2,104,0.8,0.08513371486105817,0.0003699450625216628,0.08581490810076106,0.001598204891977475
25,0.9,0.1,1,4,970,0.7,0.08424557923845585,0.00037501695949975796,0.08601240779961909,0.0015862728391853784
26,0.9,0.01,5,2,358,0.8,0.083845275577246,0.00034043526057786987,0.0860635930508572,0.0014901165880935932
27,0.9,0.05,5,4,183,0.7,0.08106539690657512,0.000327843632706819,0.08598109037327278,0.001543187920024732
28,0.8,0.05,4,3,28,0.8,0.10056275838755416,0.00031796256040021444,0.10116240596228929,0.001206475386975811
29,1.0,0.1,3,2,310,1.0,0.08118752493067694,0.00029444921420064064,0.08629966309537612,0.001592908838521447
30,0.7,0.1,3,3,713,1.0,0.07677435294807584,0.0003168401676905321,0.08725339851625534,0.0015769013286782453
31,0.9,0.01,5,4,995,0.9,0.08088508055321172,0.0003314635958997797,0.0859892850099584,0.001513199030518109
32,1.0,0.05,2,2,963,0.8,0.0824427030656342,0.000369462513417626,0.08620683426000514,0.0016216486765562909
33,0.8,0.01,5,2,715,0.8,0.08200180076445354,0.00031835350677218634,0.08582402729817623,0.0015162774984578398
34,0.7,0.1,5,3,290,0.9,0.07142510312723446,0.0003711449494590729,0.087181110854871,0.0015274402189073067
