,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,subsample,rps_train,std_train,rps_test,std_test
0,0.6,0.01,1,4,579,0.8,0.1910205969972834,0.0008040460542197356,0.19182595343521475,0.0030057546917448214
1,0.8,0.05,1,1,97,0.8,0.19198685623376452,0.0007910712878151769,0.19279007010230553,0.0029184343097684684
2,0.7,0.1,1,4,595,0.8,0.187037043747273,0.0008918862434854671,0.19006238212362703,0.003403751101377982
3,0.8,0.05,2,2,166,1.0,0.1879123344540863,0.0008383484327445605,0.1898306072521391,0.0033637768234858383
4,0.8,0.01,2,1,777,1.0,0.18803041293322093,0.0008416423006677691,0.18983185252755355,0.0033497388676811796
5,0.9,0.1,1,1,460,1.0,0.18755416911439707,0.0008830432986198034,0.18992117015531346,0.0034295202654071747
6,0.7,0.05,3,3,984,0.7,0.1713354546557585,0.0009453103485916226,0.19132324569261938,0.003819945929371587
7,0.8,0.1,3,2,512,1.0,0.17270876398073637,0.000931086064028099,0.19152306308660547,0.003665474650784019
8,0.7,0.01,5,2,983,1.0,0.1767950104607737,0.0008534094015644895,0.1905200480768838,0.003562437371261347
9,0.7,0.05,2,4,480,0.9,0.18515653630772913,0.0008820583138291259,0.18993688705113804,0.003440080321395428
10,0.9,0.05,5,4,565,0.7,0.1541934266006085,0.000816982765261238,0.19249998438918928,0.0036128245560893106
11,0.9,0.05,1,1,918,0.7,0.1872181009337222,0.000890160268606221,0.18993611201956828,0.0034021281216931195
12,0.6,0.01,1,2,103,1.0,0.21101158231456743,0.0004976323028341894,0.21131245046796002,0.0012463047066576863
13,0.9,0.01,4,3,881,0.9,0.18203040981833424,0.0008071835115671754,0.19002809206365812,0.003459311159127448
14,0.7,0.01,3,3,198,0.8,0.19197243828152633,0.0007977358512274889,0.19310585767796565,0.0029856774066392877
15,0.9,0.01,3,3,664,0.8,0.18655323285008332,0.0008363013127393154,0.18978674061111753,0.0033463502907739354
16,0.9,0.1,2,3,749,0.7,0.17788906730661644,0.0009032656671774502,0.19136445511477837,0.003735191574083178
17,0.6,0.01,5,3,518,0.7,0.18148106340303274,0.0007860449191232675,0.18992702120883267,0.003416509358831872
18,0.9,0.01,5,4,603,0.8,0.18002157670108487,0.0008097711576855466,0.1901349789067595,0.0034650750848807125
19,0.6,0.1,2,3,869,1.0,0.17805409561383168,0.001025590764121967,0.19125673010449928,0.0037040407866797895
20,0.8,0.01,5,4,987,1.0,0.17687012121011003,0.0005979548676069412,0.19066805409041568,0.0035181521635044904
21,0.8,0.01,3,1,227,0.9,0.19069349327843207,0.0007995472863275369,0.19198461320622154,0.003077375513708557
22,0.9,0.05,4,4,424,0.8,0.17294515956412984,0.0008256015075033934,0.19078272482079744,0.003648960555732372
23,0.7,0.1,4,2,457,0.9,0.15819687097971166,0.0010103242254284363,0.192311401226764,0.003836036129649396
24,0.6,0.01,1,4,666,0.8,0.19033538797743751,0.000810367172648175,0.19119434051468423,0.0030824722346545004
25,0.9,0.1,5,2,551,1.0,0.13489519136152095,0.001354025103076989,0.19552417323939142,0.003911221498115346
26,0.9,0.1,5,4,762,1.0,0.12361099886958313,0.0015018821115779606,0.19753317723453268,0.0038982458336975978
27,0.7,0.1,3,3,657,1.0,0.16917664642599067,0.0010765800388956046,0.1921417016810749,0.0036370751847868144
