,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,subsample,rps_train,std_train,rps_test,std_test
0,0.7,0.01,1,2,530,0.7,0.014123088134463285,0.00030992262270402546,0.014147481875632743,0.0012071063418861757
1,0.6,0.01,1,2,394,0.8,0.015917841211662315,0.0003158179946832399,0.015942624773324497,0.0010898141528526664
2,1.0,0.05,2,1,130,0.9,0.013768543367786651,0.0003094284806810923,0.013851213937561556,0.0012362305892578028
3,0.9,0.01,2,3,673,0.7,0.013748209346753009,0.00030933821540077993,0.013839871757376582,0.001238083972444374
4,1.0,0.05,1,1,635,0.8,0.01360455282198216,0.0002977085176063779,0.013871592538962096,0.0012398166584279946
5,0.7,0.1,5,4,822,0.7,0.001200279306984031,6.813668964207469e-05,0.014736468193016999,0.00125637086589069
6,0.6,0.05,5,2,767,0.7,0.004476006256459116,0.000200894494265655,0.014379835358323089,0.0012739590160089924
7,0.6,0.05,1,2,341,0.8,0.013710391800103616,0.0003079026881065425,0.01381693771982506,0.0012392066789441807
8,0.7,0.1,4,2,261,0.9,0.010150472002842404,0.0002573166626207931,0.014159157130477093,0.0012273424170465667
9,0.6,0.1,5,3,71,0.9,0.012865510510712616,0.0003086121783534233,0.013907176988589409,0.0012476747058783667
10,0.8,0.05,5,1,316,0.8,0.009734847501180827,0.0002655907482832016,0.014110019965459157,0.0012439531897053687
11,1.0,0.01,1,3,914,0.8,0.013798955124545995,0.00031099692351011643,0.013855037312261651,0.0012433260335669176
12,1.0,0.01,3,2,986,0.8,0.013419700374118155,0.00029764670460679873,0.013880086637736731,0.001229171672140417
13,0.8,0.05,2,2,167,0.9,0.013708789008952874,0.00031003341300936876,0.013827095726400685,0.0012384567382771336
14,0.6,0.01,3,4,362,0.7,0.014524781458457595,0.00032164845039712347,0.01465303451003148,0.0011619404844083823
15,1.0,0.1,5,1,395,0.9,0.003123420289036313,0.00013100996408970387,0.014381205375853068,0.001263444547667348
16,0.8,0.1,2,2,267,0.7,0.013019160601581665,0.00030544979470184877,0.013954784079875986,0.0012451163317293429
17,0.9,0.1,2,4,246,0.9,0.013171212687227467,0.00030484991136663385,0.013929009866811327,0.0012444449254558152
18,0.6,0.1,1,4,677,1.0,0.01352547151010373,0.0002946329304047786,0.013865306404775613,0.0012353969869099534
19,0.6,0.01,2,4,395,1.0,0.014304551262655984,0.00031284414740319284,0.014350259859305887,0.0012025968195425285
20,0.8,0.1,4,4,222,0.7,0.010968981839448813,0.0002475149565490401,0.014184493642306336,0.0012036225715017412
21,0.6,0.05,2,3,61,0.7,0.015510408447381944,0.00034115529043249093,0.015550037132385054,0.0011339306892793567
22,0.7,0.1,2,1,437,0.9,0.012457530338465524,0.00028696694834155724,0.01404376515521737,0.0012289063155693507
23,0.6,0.1,3,3,129,1.0,0.013348825373088746,0.0003071596238702773,0.013868455380903965,0.0012302748732826644
24,0.8,0.05,4,2,193,0.8,0.012976564913653057,0.00029780443196396843,0.013917419246777772,0.0012355899209070638
25,0.6,0.1,5,1,896,0.8,0.00036524210938835894,2.881124525006454e-05,0.014486623132778773,0.0013242837158651787
26,0.9,0.1,3,4,288,0.7,0.011806683107393036,0.0002788986921104706,0.014140748480420037,0.0012432950696918159
27,0.8,0.01,5,1,550,0.7,0.01297716739610678,0.0003046646729716949,0.013910465860405292,0.0012381552335283402
28,1.0,0.05,5,1,573,1.0,0.006897739738236476,0.0003100443713665388,0.014309071858975113,0.0012816643974990645
29,0.9,0.01,1,4,75,1.0,0.09150205280595988,0.00019850072783776326,0.09150721294286214,0.00047545399422713425
30,1.0,0.01,1,1,927,0.9,0.013798714598569743,0.00031101524647733154,0.013856253228837323,0.0012429601809220098
31,0.8,0.1,3,3,18,0.8,0.02297127203854215,0.000889187575434881,0.023057179835459952,0.0008311065399615128
32,1.0,0.05,1,2,354,1.0,0.013718627277909054,0.00030577085503760487,0.013832616376682276,0.001241407605580145
33,0.6,0.01,3,4,397,0.8,0.014180693666195107,0.0003106321866474902,0.014310358157704213,0.0011913284215495262
34,0.8,0.01,4,3,266,0.9,0.015614018545880279,0.0003058844825670102,0.015879496695947477,0.001137156732471258
35,1.0,0.05,5,2,362,0.9,0.009402340863478856,0.00021425347474524615,0.014166172274877462,0.0012246609663039336
36,0.8,0.01,3,3,478,0.7,0.01374244103864299,0.0003076781870728354,0.013882223003084714,0.001225934465563335
37,0.9,0.05,1,4,572,0.7,0.013622335773260687,0.0003003822398276391,0.01386563660952984,0.001239730995485252
38,0.7,0.1,1,1,316,0.8,0.013611144514761125,0.00029719218277619446,0.013855369444573938,0.0012420676699248514
39,0.7,0.05,5,1,420,0.7,0.007907638173331847,0.00026091453319828067,0.014173738987456875,0.0012399162649160997
40,0.7,0.01,1,4,584,0.9,0.013993286142429635,0.0003121988852310388,0.0140231243383588,0.001218298956158377
41,0.9,0.1,2,1,930,0.7,0.010650173580897709,0.0002635618022383769,0.014343090586213683,0.0012427254658991427
42,0.7,0.05,3,4,902,1.0,0.01109892364917152,0.000299205991960617,0.014190530408549226,0.001234414493744738
43,1.0,0.01,2,3,441,0.7,0.0139169811823643,0.00031274662592548346,0.013968152910790446,0.0012312239759252389
44,0.7,0.01,4,4,600,0.8,0.013444331058307956,0.0003078467198521943,0.013864299111839432,0.0012367646890802826
45,1.0,0.1,4,4,983,0.9,0.0023554582518635083,0.00011870270471700054,0.014803624879432459,0.0012593576395778128
46,0.9,0.05,5,3,268,0.7,0.01101372777669354,0.0002664318356361654,0.014098605299915423,0.001230010137142972
47,1.0,0.1,2,4,10,0.9,0.052974691563793454,0.00026151557349944843,0.0529895611730915,0.0007837475257163335
48,0.8,0.05,5,3,690,0.9,0.005806464127704582,0.0001830201327364264,0.014372515287830252,0.001256998266100054
49,0.7,0.01,2,1,682,1.0,0.013763662899037982,0.0003092620115521567,0.013843956554858754,0.0012367967622621495
50,1.0,0.1,2,4,653,0.9,0.01186906421397834,0.0002903713950988326,0.014207065079231425,0.001234811434825077
51,0.8,0.05,5,4,616,0.7,0.006672693525302124,0.00021108958268734493,0.014416577987751289,0.0012455972462772677
52,0.6,0.01,2,4,630,1.0,0.013781264449951166,0.0003108573065798651,0.013850651459914329,0.0012421384409282618
53,0.8,0.05,2,2,103,0.7,0.01382858857525597,0.00031371398785869016,0.013879495186956414,0.001242315128623432
54,1.0,0.01,1,3,230,0.7,0.02252321277328232,0.00029652407721012647,0.022539047110511277,0.0009410529590660212
