,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,subsample,rps_train,std_train,rps_test,std_test
0,0.8,0.1,4,3,359,0.7,0.1450537415711505,0.0008122726295639965,0.17292966276376723,0.003463003691208175
1,1.0,0.1,1,4,71,0.8,0.17110361795911944,0.0007090927900464351,0.1718760598372456,0.002726355953986886
2,0.8,0.1,5,1,260,1.0,0.14138148707180537,0.0011397196876657498,0.1726131023326487,0.003375803198034753
3,0.9,0.1,1,4,438,1.0,0.16795448928097814,0.0007935641243000935,0.17020389614560266,0.0032109051907073115
4,0.7,0.01,5,1,181,0.9,0.17057001443110695,0.0007196761261618578,0.1741587211620218,0.002910148010089307
5,0.9,0.05,5,2,594,1.0,0.13854923257946897,0.0010400081843616796,0.1732145123437229,0.0033329354761760612
6,1.0,0.1,3,2,575,0.9,0.1492882753547789,0.0009265116524415769,0.1726596489704405,0.003411364317397311
7,0.6,0.01,5,4,576,0.7,0.1618634203117813,0.0007063024792350074,0.17028765589300798,0.0032506382715108578
8,1.0,0.1,5,4,307,0.7,0.13408493380575193,0.0008263954322358102,0.17379875578333037,0.0032104363008993056
9,0.7,0.1,1,3,239,0.8,0.1683945263693596,0.0008077059315534129,0.17008032366548873,0.0031308715664982332
10,1.0,0.1,2,4,317,0.8,0.16422356187301895,0.0007958183310790172,0.17068882039950978,0.003318892937244985
11,0.6,0.01,4,2,849,1.0,0.16370429038257459,0.0007369101614347164,0.17026208575732707,0.003282296954016526
12,0.8,0.05,4,2,646,0.7,0.14626842192383213,0.0007684289453278722,0.17226381087997436,0.00336234586906111
13,1.0,0.01,4,4,738,0.7,0.16374689336622966,0.0007405233068112728,0.17020530223562116,0.003282567385477862
14,0.7,0.01,3,1,840,1.0,0.16644825294674254,0.0007945323451855956,0.17009828418045048,0.0032132284523837674
15,0.9,0.1,2,1,437,0.8,0.1624168275904391,0.0007848665257047307,0.17102267559812798,0.003313564199698783
16,0.8,0.05,1,1,912,0.7,0.16763319906273455,0.0008022223907215303,0.17027600086098973,0.003165267563458319
17,0.9,0.1,1,3,230,0.8,0.16839151485108275,0.0008072585013987332,0.17005725012358955,0.0031350100959514843
18,0.7,0.05,2,4,514,0.9,0.16531320766963314,0.0008152532373307011,0.17036062472379584,0.003249972048916953
19,0.8,0.1,2,4,62,0.9,0.16871806428554043,0.0007698455169507965,0.17035519843526178,0.003058143830059094
20,1.0,0.1,3,4,307,0.9,0.15818755436687976,0.0007986148163474265,0.1712490315735995,0.00336851445749192
21,0.8,0.05,3,4,306,0.8,0.16359946971730205,0.0007568320027209219,0.17045243708530933,0.00331701823318246
22,0.6,0.1,4,4,399,0.8,0.1451152244592193,0.0007387184309602693,0.17263448999079753,0.003385138400524296
23,1.0,0.1,3,2,173,0.8,0.1624660793451287,0.000821364134531867,0.17071168804318404,0.003387480090640106
24,0.7,0.1,4,2,135,1.0,0.1606185283497515,0.000868370104978697,0.17065296035700395,0.0033134801610612773
25,0.9,0.05,1,3,819,1.0,0.16800463127724236,0.0007961839396880654,0.1701872587505238,0.0031840673520134853
26,0.9,0.01,5,4,86,1.0,0.1854199058080007,0.0005876408480974281,0.18728019506400964,0.002178714650505446
27,0.9,0.01,4,3,2,0.7,0.2354981253589091,2.5797012898435118e-05,0.23552406681004562,7.980086280239737e-05
28,1.0,0.05,1,3,611,0.7,0.168057723144501,0.0007999098130948938,0.17013453219090155,0.0031857577799089204
29,0.7,0.01,5,3,634,0.8,0.16085998640971763,0.0007144764057789723,0.17029747484227056,0.0032703290608223513
30,0.9,0.1,5,4,246,0.8,0.14103977827833233,0.0007481291031951642,0.17285215951342808,0.0032502590806385754
