,val_loss,val_acc,val_rps_loss,loss,acc,rps_loss
0,1.1373508447228327,0.40560140076742435,0.2376842189018474,1.2243749814339338,0.36429543625278304,0.25539297174736547
1,1.0920835313095871,0.42160540097026294,0.22896803406498736,1.11286338632403,0.4306547040128201,0.2324670434812682
2,1.0549820774225749,0.47436859198408327,0.2188791540279243,1.0600609367567482,0.4791255797854013,0.21935750459840583
3,1.0096484061687343,0.5296324077890229,0.20409511991458168,1.019390339603166,0.5237910057822154,0.2070113013476677
4,0.9640465482350259,0.5766441619345533,0.18906933793979278,0.9769265078934711,0.5649843060130235,0.19332243810006042
5,0.9095349171573622,0.6229057259695564,0.1712778612587505,0.9295173022158361,0.6072053553918935,0.17786670638140345
6,0.8524381694986869,0.6654163540587124,0.15350148507314015,0.8824584109313435,0.6391766894387191,0.16308224682993222
7,0.804198417016106,0.6884221063163406,0.13916939330431902,0.841008189542337,0.6666481486658484,0.15040948851907032
8,0.7656316051008583,0.7026756695134247,0.12828067035250557,0.8060746757438662,0.6832587983518112,0.14044875211053245
9,0.7380786263874156,0.7141785448448275,0.12050725398927548,0.7764275196009135,0.6936751758120814,0.1324928745779308
10,0.7112498471634958,0.7189297326417767,0.11384364741612864,0.7493720573255253,0.7034249048107734,0.12550107357962317
11,0.690826487648514,0.7194298576730345,0.10856827464356188,0.7257983612668524,0.7086747590559945,0.11966955282177144
12,0.6703411974767411,0.7346836707388708,0.10394382358685408,0.7043102071989291,0.7140357212051313,0.11452905196527956
13,0.6543948949948345,0.7326831702263125,0.10098689552522296,0.685354388542286,0.7178689481245107,0.11011702880233941
14,0.6394082395903437,0.7344336080294783,0.09799666232498147,0.6678560815871794,0.7209799726891295,0.10615809253148147
15,0.6266325042974534,0.7359339833170153,0.09581356955434597,0.6518031687147898,0.7240354434532813,0.10273493571814185
16,0.6115391148004152,0.7419354834983456,0.09249962068708517,0.6366614871500452,0.7296186216337602,0.09943859790375537
17,0.5991280011815946,0.7469367330358696,0.09031621195333067,0.6223816949573975,0.7359517791470482,0.09639762727098397
18,0.5881638942613814,0.7479369830983852,0.08837789004968089,0.6092393036246422,0.7421738285345653,0.09378890404713386
19,0.5726988611295242,0.7691922989091923,0.08483149333540038,0.5956708986356336,0.7512569094127405,0.09100267069689456
20,0.5626001718879551,0.7706926741967293,0.08349096064837046,0.5825335408845831,0.7600066663639363,0.08845812345868312
21,0.5526675733216675,0.779194798953058,0.08191943937546016,0.5694472130422893,0.7701174967378575,0.08583608544506777
22,0.5399521902132761,0.7944486114376037,0.07924881481541547,0.5589530209028629,0.7796172329125903,0.08393052198634983
23,0.5286977609624621,0.806951737219049,0.07715316736853162,0.5464748857663786,0.7919224465275131,0.08157954015323465
24,0.518729311625759,0.8154538625566683,0.07551439694648505,0.5366290878800564,0.8017277297223695,0.07984517586332722
25,0.5079730732436775,0.8267066773547921,0.0736211353773682,0.5262752413213267,0.8115052359027534,0.07804803444075553
26,0.4968152678468937,0.8492123025988125,0.07145785320308931,0.5153813379572013,0.8242826588713247,0.07612547810774824
27,0.4855165358378488,0.8594648653520707,0.06954245993117149,0.5044189039975291,0.8389766949643188,0.0741892294468113
28,0.47729888406357907,0.8602150528989574,0.06835217649085905,0.4955253871059203,0.8487819781790429,0.07276535787578027
29,0.4686854292181439,0.8657164280490298,0.06701610174386852,0.48623761918467884,0.8536151774124763,0.07133089947032781
30,0.4604863940506883,0.8684671178970613,0.06580135166816456,0.4757232460335643,0.8603094357397321,0.06952306271623378
31,0.4514526213354157,0.873218303517897,0.0643693244857441,0.4690449387261425,0.8625038192936495,0.06863870513727756
32,0.4451769850468093,0.8717179284241235,0.0636760619699314,0.4617169646956067,0.8650870808879288,0.06757660773856843
33,0.43809633262904474,0.8749687411272994,0.0625792373093807,0.45597544371335064,0.8653648508488776,0.06677689347086586
34,0.42993991317287567,0.876219053705444,0.06129956324790889,0.44988497733583066,0.8676147885890256,0.06592569056558846
35,0.42706500620924254,0.8747186786116705,0.06117043377764972,0.4431922313003175,0.8680869977042621,0.06488276373198991
36,0.4195798876494818,0.8752188036429283,0.059986018945788346,0.4396493829088719,0.868364767554283,0.06451820568999433
