,val_loss,val_acc,val_rps_loss,loss,acc,rps_loss
0,1.1492575052589975,0.4201050257050833,0.23352970729159783,1.306618791431696,0.34807366465354,0.254471005950897
1,1.0229148489739126,0.5176294072102415,0.2060720887958303,1.0389618050098115,0.5024860420858445,0.20866489526584828
2,0.8388668736328808,0.638659664260414,0.14649691621074978,0.8837975640418924,0.6052887420555488,0.16584920584625681
3,0.7601296305507385,0.6601650418117959,0.1293417321395564,0.7860436335871185,0.6468431432675442,0.13894318678440085
4,0.7251341786495474,0.6666666676056746,0.12319915646849706,0.7361868057448726,0.6621760507877765,0.12700145520295325
5,0.70330291649615,0.6746686679120361,0.11963531603348736,0.7123220891860593,0.6667314795735034,0.12243925144230604
6,0.6958232591765676,0.6739184795900952,0.12001210623091237,0.700309867736502,0.6693147413515587,0.12086759004755876
7,0.68556276560724,0.6844211054402728,0.11741758043667948,0.6922098715644205,0.6732590760390913,0.11980038371820495
8,0.679619315326974,0.6874218556278198,0.11621209835225148,0.6871328976385388,0.6790644705075363,0.11913396436016922
9,0.6785718636025069,0.6909227302653338,0.11628545348041801,0.6853450383068088,0.6847032027103375,0.11914199448256674
10,0.6842959418717728,0.6884221054965718,0.11840400165149527,0.6817293577464282,0.6933696285138107,0.11857430643753682
11,0.6728771048714203,0.7144286081355106,0.11582818958432295,0.6803700662908254,0.6962306602710268,0.11849080718910325
12,0.6949610519212435,0.6864216051777771,0.12152615618813065,0.6779101167247413,0.7006194273325037,0.11810928720832185
13,0.6699864577281234,0.7136784194260426,0.11505056162734842,0.6765913567438129,0.7024527095393377,0.11795786482910789
14,0.6686139926966442,0.7091772945322493,0.11545256108313866,0.6758873741403758,0.7045915390709327,0.11794959043110283
15,0.6639236619276355,0.719679920769954,0.1144186221482337,0.6744636449395695,0.7053415183855299,0.11772359763586548
16,0.6657499005777235,0.716929232710509,0.11480569698812663,0.6730777928555748,0.7098136163463837,0.11742561782241838
17,0.6627412764660625,0.7236809204387259,0.11435740142054604,0.6721363418721672,0.7087580900100074,0.11735245908953369
18,0.6609840634227485,0.720680170251179,0.11403581887580479,0.6712901731543514,0.7084525429700164,0.11720329792707292
19,0.6616424657190165,0.7216804201199312,0.11413195337070826,0.6716076677327208,0.709230299198092,0.11734922718884716
20,0.6622163154507137,0.7206801700574155,0.1145171709591581,0.6717326922789669,0.7093414071582992,0.1173981692926433
21,0.6625240426207817,0.7239309823730642,0.1144845980697198,0.6709016948960721,0.7102580484355583,0.11723991958100824
22,0.665252345447154,0.7159289824542299,0.11488037124727034,0.6698198127039956,0.7101469404571391,0.11700477440883171
23,0.6604366193833605,0.7231807954074682,0.114112479922905,0.6697095858647106,0.7116746757514661,0.11695852390421169
24,0.6600212330190979,0.7226806703762103,0.11413348747301352,0.6690577961981904,0.7119524456395668,0.11687757477877435
25,0.6608422070808725,0.7211802950886733,0.11403000852403775,0.6700360724049897,0.7116191217307994,0.11705559677046036
26,0.6592469470266641,0.7246811705012416,0.11388507144067787,0.6690253770578894,0.7110913587041684,0.11686028010909555
27,0.6600921882573114,0.7264316077231169,0.1142154793779264,0.6696977125982791,0.7121746619374668,0.11694674817683025
28,0.6627493351362562,0.719429857866798,0.11448582777137248,0.6694718511024252,0.7118968916536685,0.11693712584894765
29,0.6602419331300912,0.7209302325730444,0.11398273935971423,0.6698154677388032,0.7123413238637046,0.116962123551616
30,0.6628209760440055,0.7229307330856027,0.1147430861132626,0.6704680566449837,0.7108413655755719,0.1171944525852054
31,0.6610871086898045,0.7186796699323843,0.11432751920050936,0.6693306719524019,0.7125357629617006,0.11689532085872784
32,0.6601868304767499,0.7226806707637374,0.11415870189592224,0.6694765561541095,0.7118413377157837,0.11696812657862947
33,0.6593401692127638,0.7226806699886832,0.11395200908884581,0.6701652998874719,0.710758034621559,0.11706256061193861
34,0.6618022559046238,0.723430857923097,0.11475758036171445,0.6700044316035675,0.7117302296910066,0.11705613747263534
35,0.6592557902454167,0.7241810450824567,0.1140090893934476,0.6705054054127538,0.7113135747355106,0.11712327805942192
36,0.6619335486162123,0.7201800450261577,0.11453391305280644,0.6693105096899931,0.7117024526930905,0.11694009280110236
37,0.6621025561481513,0.7201800448323942,0.11449752893521506,0.6690490158119916,0.7130357490649194,0.11692619459410052
38,0.6591547495366693,0.7249312328231069,0.11374516893950484,0.6691532902050567,0.7116746755958362,0.11685377161665621
39,0.6592612946948638,0.7244311079856126,0.11398416458181693,0.6690939760635947,0.7130357490185615,0.11687045358147265
40,0.665748431790498,0.7196799198011363,0.11499129664073679,0.6692224812008951,0.7117857836570373,0.11690928068031971
41,0.6606606652689564,0.7251812951449723,0.11422959328532428,0.6681705711235659,0.7133135189795102,0.11665559016369484
42,0.6587477823620171,0.721930482248033,0.11377058539443625,0.6701426866855797,0.7112024667024552,0.11712554438278538
43,0.6586678237669407,0.7236809200511989,0.11372429962663777,0.6700676939927261,0.7117302296082247,0.11705730941806487
