,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,subsample,rps_train,std_train,rps_test,std_test
0,0.6,0.01,5,2,291,0.9,0.18410358616894115,0.0003694986325866934,0.184604093373585,0.0013321557670583836
1,0.9,0.01,3,1,175,0.7,0.18614676574965464,0.0003838596616191029,0.18649943165950275,0.0011446159332336732
2,0.9,0.1,4,1,170,0.8,0.1798993539352952,0.00040669939307902956,0.18175407892729858,0.0014287361999435
3,1.0,0.05,1,1,604,0.8,0.18081357233801204,0.00036301708715878744,0.181463891846669,0.0014361480298129223
4,0.6,0.05,1,1,388,1.0,0.18117557294142417,0.00035739934872454436,0.18166068916084702,0.0014954023939353423
5,0.6,0.1,3,1,532,0.9,0.18049390741578347,0.0003993282246176246,0.18189996870598618,0.0014367733157481268
6,1.0,0.1,1,4,160,0.7,0.18106665259703636,0.00036068863700518765,0.18144781221376796,0.0014429672809355963
7,0.8,0.1,2,4,890,0.9,0.18025126672934783,0.00037479398876414017,0.18174231930574183,0.0014254132509382844
8,0.9,0.05,5,2,738,0.8,0.17943936636180802,0.00039733488183143074,0.1821834925533265,0.0014035695353336623
9,0.8,0.05,2,1,456,0.7,0.18046291328257236,0.0003767054231179579,0.18151940974199243,0.0014355515185932011
10,0.6,0.01,3,3,716,0.7,0.18113175646238938,0.0003578446223749263,0.18173568705027732,0.001509511234316782
11,0.9,0.05,5,1,415,0.7,0.17954100326062752,0.00039816521805466267,0.18201776698157773,0.0013836776734653835
12,0.7,0.1,2,3,433,0.9,0.1803670263429198,0.0003705234504635054,0.18162693817767533,0.0014196470562641424
13,0.6,0.05,5,2,424,0.9,0.18057778888266413,0.0003863367107590026,0.18188207459562014,0.0014624357269845446
14,0.8,0.1,2,2,636,0.9,0.18023920892452264,0.00038270196348470233,0.18168785143863186,0.0013930333091450558
15,0.9,0.1,1,4,969,1.0,0.18082451668442762,0.00035879506492487545,0.1815739936082655,0.0014409138926936677
16,0.7,0.1,1,1,41,0.8,0.1859679552811694,0.0003708841899055313,0.18613058215579623,0.0011958593473313894
17,0.8,0.1,5,1,199,0.7,0.1795701107033349,0.0004018153849286409,0.18198954349271002,0.0014135583814267243
18,0.6,0.01,5,4,822,0.7,0.18089221759236562,0.0003616287905682975,0.18177923839793256,0.0014953544594861362
19,0.9,0.01,1,3,99,0.8,0.2042882350859503,0.0002606848190583713,0.20431165186229133,0.0006114170586350547
20,1.0,0.01,3,3,765,0.9,0.1804874116732173,0.0003666207183856049,0.18140586514197685,0.0014584804826847854
21,0.7,0.01,3,4,411,0.7,0.18117879958748956,0.0003592109272066096,0.18179483021036064,0.0014572273021491164
22,0.6,0.05,4,2,846,0.8,0.1805388092758207,0.00038793003041070036,0.18191684354340712,0.0014729477569998884
23,0.9,0.05,5,2,222,0.8,0.17986841893210065,0.00038736619321494604,0.1817643195839057,0.001455870992375031
