,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,subsample,rps_train,std_train,rps_test,std_test
0,0.9,0.05,1,3,542,0.8,0.18724645814216548,0.0003490715546065027,0.18785959122541443,0.0015189842109096993
1,0.8,0.05,4,2,421,0.8,0.1862776495922601,0.0003200523573851862,0.18811526433574194,0.0014964173204229426
2,0.9,0.01,1,3,87,0.8,0.2108488432352021,0.00023441675607204526,0.21087652469346527,0.0005373289537324871
3,1.0,0.01,2,2,474,0.8,0.18791808182890718,0.00032443664091739565,0.1883488314868921,0.001363791333069995
4,0.7,0.01,2,1,511,0.7,0.1878465252980943,0.000329667226710933,0.18826471351193494,0.0014006962332590877
5,1.0,0.05,3,2,959,0.8,0.1862218503099988,0.00032602987018826366,0.1882306381863215,0.001506025459469562
6,0.9,0.05,4,2,209,0.8,0.18653501599923034,0.00032074473196775304,0.18794981371867545,0.001504263522751645
7,0.8,0.01,5,4,668,1.0,0.18657268202627583,0.0003140595927081382,0.18796999895524802,0.0014820683888579725
8,0.6,0.05,5,3,115,1.0,0.1875158017544495,0.0003456493902773392,0.18833056916761767,0.0015981429182966387
9,0.8,0.05,5,1,916,0.8,0.18558935401731796,0.0003511112422160017,0.1886113025330233,0.0014602652954415082
10,0.6,0.01,2,4,343,1.0,0.18996227039947314,0.00037677910319070543,0.19021098388855331,0.0013706610868293092
11,1.0,0.1,5,4,419,1.0,0.18616074124489018,0.0003273557506978338,0.18824067647025172,0.0014727340458414045
12,0.6,0.01,3,1,90,1.0,0.20717946944350613,0.00025967393734471056,0.2073141493840685,0.0006812066022524373
13,0.8,0.01,2,2,622,1.0,0.18756987212885154,0.0003312422447741436,0.1880579408230036,0.0014111061371716112
14,0.8,0.05,2,1,71,0.8,0.1890648398093884,0.0003246526357824518,0.1894000442061712,0.00133911297961523
15,0.9,0.1,4,3,446,0.8,0.1860795127319403,0.0003158095514244806,0.18832326009099742,0.0014731384706965316
16,0.9,0.1,5,2,606,0.9,0.18559834203420503,0.0003343323351077117,0.18862323431613712,0.0014477768448505973
17,0.9,0.1,2,2,188,0.8,0.18692736677733118,0.0003255684402657406,0.187855696369125,0.0014825223768117851
18,0.9,0.1,5,3,130,1.0,0.18634575030482714,0.00032784043756540235,0.18805099492363056,0.0014812151356948036
19,1.0,0.1,4,1,918,0.8,0.18546752082928272,0.0003492563424467125,0.18870144778886871,0.0014249054294420086
20,0.9,0.1,1,2,74,0.8,0.18885302809548765,0.00035007695601993764,0.18912883921446333,0.001337694515590985
21,0.9,0.01,2,4,661,0.7,0.18744934660151952,0.0003370449782193689,0.18792902511916945,0.0014284659694834454
22,0.9,0.01,2,3,238,1.0,0.1917372628376126,0.00032622994046130815,0.19200507560467048,0.0011881117711332522
23,0.6,0.1,5,2,989,0.7,0.18681612678701262,0.0003423533738024555,0.1882589677924081,0.0015816862790619373
24,0.8,0.1,3,2,867,1.0,0.18636371844841668,0.00031728961280016836,0.18811980017232008,0.0014326347627171868
25,0.7,0.01,2,2,318,0.8,0.1896558790753954,0.00032022442941296425,0.1899707446147781,0.0013012451984050577
26,0.8,0.01,5,2,671,0.9,0.18643569453394648,0.0003165870797326571,0.18795730728500762,0.0014983591435192521
27,1.0,0.01,5,4,872,0.9,0.18634023889916157,0.00031861833023050126,0.1880389960284784,0.0014448651909557306
28,0.7,0.01,4,2,80,1.0,0.20297877505283113,0.0002423503862590435,0.20325452990790405,0.00078403098513142
29,0.6,0.1,2,2,195,1.0,0.187164888238337,0.0003273671737804614,0.18796044085314653,0.0016257351244183147
30,0.7,0.05,3,4,191,0.7,0.18689608261070007,0.00031978669209998395,0.18786134150622655,0.0014997098927939313
31,0.9,0.01,4,2,199,1.0,0.18999730315000013,0.0003032157413844403,0.1905756577151589,0.0012413703555422366
32,0.6,0.1,3,4,367,0.7,0.18703854494245842,0.00034804888880482444,0.18808463769520473,0.0015860938711606562
33,0.9,0.05,2,4,181,0.8,0.1872007540121959,0.0003323320915811922,0.18781045500651575,0.0014458049316123797
34,0.6,0.05,5,1,21,0.7,0.20399423138816006,0.00017363570000624785,0.20419035604355795,0.0010035245687441297
35,1.0,0.1,4,3,472,0.9,0.1859026513305032,0.00032374739801185984,0.1884031358625718,0.0014399827323264636
36,0.6,0.05,1,1,742,1.0,0.18728590659495153,0.00034943176772077094,0.1879226557816114,0.0016062958722798386
37,0.7,0.1,5,2,334,0.8,0.18582519918396562,0.00032041309691531456,0.1884382954703642,0.0014646898481325817
38,0.6,0.01,1,4,297,0.8,0.19521145446731752,0.0003204252943280066,0.19533350586509957,0.001062825276657057
39,1.0,0.01,5,1,917,0.7,0.1861212093524935,0.00031975122651327033,0.18809565972503448,0.0014518137076906302
40,0.7,0.01,4,4,625,0.9,0.186809430148315,0.0003188514245015495,0.18787922374222818,0.001482926367947415
41,0.9,0.05,3,2,858,0.7,0.18637518399155428,0.0003230156114500223,0.1881422604684728,0.0015232964516981536
42,0.7,0.05,2,4,94,0.7,0.18805108089011546,0.0003405739411919155,0.1884287089389074,0.0013716416399056108
43,1.0,0.01,5,3,266,0.8,0.18740073309812477,0.0003138735373520719,0.18841129256635605,0.0013025533903063627
44,0.7,0.05,2,2,854,0.7,0.18672635522994313,0.00032993342153147723,0.1879751595572838,0.0015233823700105415
45,0.7,0.01,4,1,398,0.8,0.18713513909893525,0.00031434807682974205,0.1880107465188275,0.0014279933062000452
46,0.8,0.05,1,1,504,0.9,0.18724929955633546,0.00034465140357772096,0.18784304125929505,0.0014939169709201061
47,0.7,0.05,2,3,649,0.9,0.1867998662805715,0.00032274119922296834,0.18791529545908034,0.001500170169734556
48,0.6,0.1,1,2,418,0.9,0.18726673690601903,0.0003676095491339357,0.18790881426445694,0.0015655865006821246
49,0.7,0.1,5,2,329,0.9,0.18579821018126239,0.0003283611877808221,0.18841178849307455,0.0014693958535872392
50,0.6,0.1,2,4,728,0.9,0.18699640629695466,0.00033904412952750736,0.18807340237244244,0.0015835562507884359
51,0.9,0.01,3,4,502,0.9,0.18724192169350323,0.0003139733133005394,0.1879576564776551,0.0014409203313698903
52,0.6,0.01,4,3,593,0.8,0.18758844387665669,0.0003420749217192489,0.18827531816097995,0.0015715873904768936
53,1.0,0.01,4,3,736,0.8,0.1866412572306852,0.00032426753827536324,0.18788676552578623,0.0014508509495225908
54,1.0,0.01,4,2,207,0.7,0.18886720980943006,0.00031328858211854326,0.18948584865528256,0.0012039640908535674
55,0.6,0.1,4,4,697,0.7,0.18694830092478124,0.0003364472452654195,0.1882392216747483,0.0016012946371890375
56,0.9,0.1,3,4,963,1.0,0.18650273893550268,0.0003240248155247388,0.18810647968415092,0.0014839477695882844
57,0.7,0.1,1,2,113,0.8,0.18780051565744027,0.00035906590737749925,0.18814201938834305,0.001407539074009073
58,1.0,0.05,1,1,336,0.8,0.18739368986876953,0.00034304587730580227,0.18783467511597993,0.0014289454517768302
59,0.7,0.05,4,2,748,0.9,0.18605378342362622,0.0003251368955111614,0.18826425970923738,0.0014944380038290105
60,0.8,0.01,3,1,384,0.8,0.18765583689198823,0.0003138680964572414,0.1882859196386078,0.0014026147136120052
61,0.7,0.05,1,2,351,0.7,0.1873911823515918,0.00035433455390125525,0.18785451427444272,0.0014870494230093845
62,0.6,0.1,2,2,924,0.9,0.1868836613029051,0.0003434013101640764,0.1881043697355438,0.001586980565488707
63,1.0,0.1,1,2,238,0.8,0.18724551801828315,0.00034086901042504564,0.1878101770493962,0.0014775023687865197
64,0.7,0.01,2,4,946,0.7,0.18718762131928418,0.0003325412659341541,0.18780290184017598,0.001465638059920702
65,0.9,0.1,4,1,158,0.9,0.18632032569925028,0.0003261007601157217,0.1880236523827985,0.0015008069307029658
66,1.0,0.1,2,1,551,0.8,0.18658406280995468,0.00033081446785288357,0.1880985498435691,0.0015200058948764332
67,1.0,0.05,5,1,466,0.7,0.18569530265082887,0.0003347938291752966,0.18847432450412197,0.0014341737648179008
68,0.9,0.01,5,3,432,0.9,0.1867989314740784,0.00030909577881726964,0.18798392211876222,0.0014532447581435046
69,0.6,0.01,2,4,308,0.8,0.19062080060764924,0.0003867620069933233,0.1908330009193613,0.0012848075738059609
70,0.8,0.05,2,3,591,0.8,0.18682778926058002,0.0003258032812605887,0.18791215274846357,0.0015143983887707557
71,0.9,0.01,3,1,972,0.9,0.18678974446187135,0.00032136817012360036,0.18784937045996203,0.0014716398500111267
72,0.6,0.1,4,3,555,0.9,0.18689917695161,0.000341438595438555,0.18821500659105028,0.0016060941184085084
73,0.7,0.05,4,4,380,0.9,0.186418505211795,0.00032214271007320345,0.18807015430623514,0.0015074064707789206
74,0.9,0.05,4,4,970,0.7,0.1861407178243622,0.0003168756916397036,0.1883329577350528,0.0014858370146495817
75,0.8,0.01,3,1,17,1.0,0.22735551398336268,8.135738250220718e-05,0.22739871826240002,0.0002196678886528352
76,0.6,0.01,2,3,947,1.0,0.18747190286402798,0.0003450577491366952,0.18799603916381666,0.0015629851769463263
77,0.6,0.05,3,2,246,0.8,0.18713275904715929,0.0003546345682154645,0.1879435405587258,0.0015901858730261076
78,0.7,0.05,5,2,67,0.8,0.18714245207721947,0.0003021002547713825,0.18817312334518668,0.0014268026517203726
79,0.9,0.05,3,4,30,0.7,0.19393204808821746,0.00025944163989886346,0.19424240769993867,0.0011904215911187406
80,0.9,0.1,4,2,4,1.0,0.2148292035499638,0.0001630608880448615,0.21498832911866225,0.00046525914679423723
81,0.9,0.01,2,1,45,0.9,0.21594548100867766,0.00019172502143157156,0.2159821091631528,0.0004901083177193521
82,0.9,0.1,3,4,113,0.8,0.18683266558744918,0.0003253903930668531,0.18789618693927249,0.0014901466804023904
83,0.8,0.05,2,1,501,0.7,0.1868256458544609,0.0003264669804402931,0.1878968530781862,0.0015014269339486646
84,0.7,0.01,2,2,793,0.7,0.18726557623732937,0.0003319022354608509,0.18783076557026737,0.001445459327880528
85,0.6,0.05,4,4,373,0.8,0.18702856397301632,0.000340252598127001,0.1880688178050418,0.0016000530360921045
86,0.8,0.05,5,2,301,0.9,0.18611834107052722,0.0003199492976751851,0.18815505164702326,0.001498047402776131
87,1.0,0.05,3,2,612,1.0,0.18649174130403096,0.000329550060442575,0.1880122436375001,0.0014906026362791745
88,1.0,0.01,5,3,558,0.9,0.1864769307243433,0.0003168340144860676,0.18793908753129399,0.0014228309283586713
89,0.7,0.05,1,3,450,0.8,0.18729498722245955,0.0003495390398838465,0.18784840903804728,0.0014998566343980277
90,0.9,0.1,4,3,878,0.9,0.18582430843155562,0.0003227727109032459,0.1884912537915765,0.0014789147586187382
91,0.8,0.05,2,2,169,1.0,0.1872574582011137,0.00032344205623076815,0.18784378508886215,0.001429099961543455
92,0.7,0.1,3,4,857,0.8,0.18625210728740377,0.0003140211985562218,0.1882769061202114,0.001486226733545826
93,0.9,0.05,5,1,395,1.0,0.18612683460571688,0.0003222926369224706,0.18813480321100276,0.0014975871533747524
94,0.7,0.1,4,3,858,1.0,0.1862540414509381,0.0003123939226609723,0.1881912033505338,0.0014698604182913307
95,0.8,0.01,3,2,590,0.7,0.1870608291358951,0.00032234250912053077,0.18785033711609375,0.0014633791954813298
96,0.8,0.1,1,2,297,0.8,0.18721303529321473,0.00034820289670604366,0.1878613264287376,0.0015116215586910753
97,0.7,0.1,2,4,804,0.8,0.18666524071238944,0.000318254278368709,0.18806529920608123,0.0014957709976931078
98,0.8,0.1,4,2,476,0.9,0.18595696663880532,0.00031896430340107974,0.188328876532618,0.0014749918828821686
99,0.7,0.01,4,2,949,0.9,0.18656334432513003,0.00031941496235651166,0.18792662884343952,0.001505215056084528
