,n_neighbors,rps_train,std_train,rps_test,std_test
0,17,0.16827358922359964,0.0004903807398882112,0.18953840830449825,0.0019883575775910857
1,231,0.19183860655308743,0.0003880208196624061,0.193487370457825,0.0013113100188380856
2,222,0.19158143432864647,0.0003765110276443739,0.19329352147755863,0.001330345504664318
3,31,0.17549765413147692,0.00042028126666950684,0.18732938345473468,0.0017123243159734086
4,325,0.1941417053878935,0.0004009839151350075,0.19532048402366864,0.0012665879858251201
5,457,0.19656396288660521,0.00040635298760825973,0.19743478326446376,0.0012038460957455842
6,329,0.19422913308801568,0.0004022226665734625,0.1953851432220693,0.0012579079608084538
7,357,0.19482295456038204,0.00040632655897387764,0.19592665007179344,0.001262380350170918
8,495,0.19714233368619305,0.00040832100881202924,0.19795964437302319,0.0011999518762763441
9,131,0.1879699866098536,0.0003759767356131184,0.1909116536041023,0.0014159360093258726
10,369,0.195065397620999,0.00042033821793104113,0.19610007830803242,0.0012528737730593028
11,479,0.1969144237780635,0.0004084850308856728,0.1977410759192995,0.001201974015990398
12,335,0.19435493508227683,0.00040061539896895883,0.19550011238583204,0.0012604192901962182
13,187,0.19043519712240414,0.00035761038794836263,0.19247768559295378,0.0013011819334201285
14,299,0.1935669731993493,0.0003908793101225575,0.19484261249874166,0.0012414831304494059
15,415,0.19589175309990906,0.0004020905106507543,0.19682860429670487,0.0012389429244025936
16,96,0.18549397056663222,0.0003826883362083291,0.18948016221788194,0.0014041648855202611
17,134,0.18813132999913146,0.00037436636272668175,0.19098088521942524,0.0013934722828185678
18,232,0.1918681888227305,0.0003907024123040543,0.19352772624665576,0.0013158743191661816
19,221,0.1915531126052846,0.0003815848353108409,0.19328250087017054,0.0013218160147577412
20,494,0.19712894843797205,0.0004041779367604106,0.19794329817117146,0.0011974206018824686
21,118,0.18717786754373283,0.0003639310491030284,0.19044169060614763,0.0014381708648384336
22,370,0.19508241839888574,0.00042233185942005896,0.19611444138056977,0.0012564744956081392
23,414,0.1958757121298179,0.00040530184855349527,0.19681204979987865,0.0012381069761998808
24,152,0.18897982516933004,0.0003805817279774182,0.19146980447108727,0.001375351046689488
25,33,0.17618023844308495,0.00044187508231772555,0.18734849632690542,0.0018175021642151624
26,27,0.1740011916499445,0.00042804978043467837,0.18756915294924556,0.0017606193310381203
27,199,0.19085623681282843,0.0003568224212812136,0.19275973428701296,0.0013418099445504127
28,395,0.19556312873228657,0.0004111728476204526,0.19654604766864286,0.0012555978685645911
29,16,0.16733514751604348,0.000515446075731537,0.189814306640625,0.0019154296040374927
30,330,0.19424896976009,0.00040461182684558194,0.19540663441230485,0.0012536726024928314
31,322,0.19407724936951848,0.00039462065022944075,0.1952708944967401,0.0012587891467281823
32,143,0.18857061234912248,0.0003632874196463082,0.19120874370384858,0.0013755165526253825
33,175,0.18995758440678798,0.0003597241497146508,0.19216878326530612,0.0012946201480752003
34,390,0.19547290343406773,0.00041686059241862004,0.19645892546022356,0.0012549215536987281
35,380,0.1952827533046484,0.0004259133969384613,0.19629090555747924,0.001256901239095478
36,55,0.18105841020917987,0.0004491995695766432,0.18786004545454543,0.0014431110002530638
37,171,0.18978882263611963,0.00035263802444244265,0.1920412558565028,0.001302010116610474
38,393,0.1955285478891541,0.00041206170884266867,0.19650813941818984,0.001261515688712555
39,262,0.19270857321725304,0.0003920128830278929,0.19414191043645473,0.0012606648505686996
40,276,0.19304829482481783,0.00039181074462467017,0.1943972806395715,0.0012614423491953141
41,158,0.18923922719965314,0.0003707641005916746,0.1916474232895369,0.0013611720807551171
42,367,0.19502336425541006,0.0004194601669920119,0.19607479916696985,0.001260497942691574
43,107,0.18632382821856056,0.0003891799391811017,0.18997516158616473,0.00142839592667136
44,411,0.19582946915751354,0.00040427438890032816,0.1967740619875563,0.0012538259091740545
45,398,0.19561869133378876,0.0004091445266758411,0.19658073123153458,0.0012628941982557001
46,242,0.19217151837786348,0.0003796065236555632,0.1937376065074107,0.0013021406066741753
47,305,0.1936961155562559,0.0003931944342183286,0.19494175490459556,0.0012350877986098128
48,497,0.19716992151306822,0.00040715741718049805,0.1979824969434312,0.0012016011407630168
49,115,0.18695218231894922,0.00038063952567362377,0.19030186200378071,0.0014270010991265822
50,323,0.19409960516483044,0.00039391485959332256,0.19528291486547367,0.0012681431004319809
51,297,0.19352090905847208,0.00039598969926701275,0.194829706719269,0.0012457183619331107
52,150,0.18890404560517032,0.0003815558717428989,0.19141042166666666,0.0013798403708192976
53,229,0.19177345205780089,0.00039056081058094907,0.19342359008218762,0.0013270878646005379
54,32,0.17583977193550665,0.00045602620312838743,0.187360400390625,0.0017789216591719724
55,355,0.194778735282325,0.0004043077106904502,0.19588568637175163,0.001255102015728064
56,204,0.1910167353822534,0.000362319398346671,0.1928861516604191,0.0013220954830383631
57,14,0.16528932496362753,0.0005291033978695895,0.19084292091836735,0.0020117424626516014
58,245,0.1922552676629984,0.0003815277552075875,0.19379457705122868,0.0013017014761170327
59,37,0.17736467521598187,0.0004544235499871138,0.18737579437545654,0.001729762578886505
60,106,0.1862599452149138,0.00037997741495871185,0.1899125333748665,0.0014123412173566122
61,104,0.1861052413607234,0.0003816650747320822,0.1898064822947485,0.0014301068271623868
62,438,0.19626054292813633,0.0004087199728365312,0.19715723973645255,0.0012300379210379408
63,256,0.19255502333588273,0.00039750420065840533,0.194026056098938,0.0012678031955349485
64,475,0.1968520723250229,0.00040986889944054984,0.19769095335180054,0.001198517122534413
65,108,0.18641000970373156,0.0003912732158883151,0.19000238661694102,0.001431801814946175
66,188,0.19047158537506667,0.0003573038821754204,0.1925073972951562,0.0013157933342046015
67,416,0.19590704393287037,0.0004027512811916586,0.1968425656290449,0.0012379077909789018
