,goals,corners,on_target,off_target,attacks,dangerous_attacks,yellow_cards,red_cards,possession
19,0.42715851376637265,0.39597892083858405,0.4471875358002062,0.3949478748997594,0.44342612746782756,0.46735021193722076,0.2718524458700882,0.24388055141864284,0.4578798640546836
20,0.4352732271737885,0.3974109290869515,0.45199908351472107,0.39813647993279105,0.44361706190094324,0.46838125787604534,0.2733035475617673,0.2440714858517585,0.4571925000954672
21,0.44228052086913355,0.4009050292129683,0.455569557413984,0.40098140298621454,0.4435025012410738,0.4711116202695994,0.2759575361820751,0.2442624202848742,0.4556268377439187
22,0.4510635047924543,0.40348264406002976,0.4605911330049261,0.403387176843472,0.4430442586015962,0.4714171153625845,0.27754229197693514,0.2444724481613014,0.45511131477450645
23,0.4590636575400008,0.4049146523083973,0.46339786917172643,0.4049146523083973,0.443407034024516,0.47042425631038304,0.2806545232367205,0.2447588498109749,0.4547294459082751
24,0.46756023981364797,0.40693855729942335,0.4679612021231909,0.4052774277313171,0.44422805208691335,0.4715316760224539,0.2832130446404705,0.24498797113071372,0.45417573605223965
25,0.47485393515866653,0.4085614999809066,0.4718753580020621,0.4077977622484439,0.44420895864360177,0.4720471989918662,0.2858288463741551,0.24544621377019132,0.4537556802993852
26,0.4823385649368007,0.40976438690953526,0.4755603925611945,0.4091343032802536,0.44497269637606446,0.47214266620842404,0.28754725627219613,0.24571352197655325,0.4547867262382098
27,0.4894795127353267,0.4108145262916714,0.4791690533470806,0.4103180967655707,0.44359796845763166,0.47355558101348,0.28980028258296103,0.2459808301829152,0.45413754916561655
28,0.49532210638866614,0.4118073853438729,0.4814411731011571,0.4110054607247871,0.4435406881276969,0.4730209646007561,0.29174781380074083,0.24622904494596556,0.4535265589796464
29,0.501985718104403,0.413124832932371,0.4837323862985451,0.41171191812731506,0.4437316225608126,0.4729636842708214,0.29386718600832473,0.24670638102875472,0.4541566426089281
30,0.5086684232634513,0.41507236415015086,0.48726467331118495,0.41301027227250164,0.44359796845763166,0.4735364875701684,0.2956428762363005,0.24718371711154388,0.4540993622789934
31,0.5149310726696452,0.41621797074884487,0.49058693244739754,0.41356398212853707,0.4447244816130141,0.4739756367663344,0.29787680910375375,0.24762286630770994,0.45434757704204376
32,0.5218238057051209,0.4175545117806545,0.4935082292740673,0.4140985985412609,0.4449154160461298,0.47431931874594263,0.300378050177569,0.24802382861725283,0.453851147515943
33,0.5283537633176767,0.4179172872035743,0.496563180203918,0.4152442051399549,0.4446481078397678,0.47443387940581205,0.3025356092717761,0.24857753847328828,0.4533547179898423
34,0.5354756176728911,0.41764997899721235,0.49969450490701495,0.4167716806048803,0.44537365868560735,0.47372742200328405,0.30566693397487305,0.24886394012296179,0.45257188681406807
35,0.5430748081108947,0.4187001183793485,0.5020620918776492,0.4176881658838355,0.4450681635926223,0.47529308435483253,0.307079848779929,0.2490166876694543,0.4529537556802994
36,0.5487837476610532,0.4186619314927254,0.5057853133234047,0.41873830526597167,0.44571734066521557,0.47420475808607326,0.30841638981173863,0.24957039752548973,0.45379386718600834
37,0.5550273036239355,0.4182800626264941,0.5076564707679383,0.42024668728758546,0.44485813571619504,0.47294459082750984,0.3096192767403674,0.24995226639172108,0.4534501852064001
38,0.561881849772788,0.4194065757818765,0.5105586741512964,0.42051399549394736,0.44543093901554204,0.4734028334669874,0.3106312292358804,0.250219574598083,0.45308740978348033
39,0.5673616680032078,0.42085767747355557,0.5119143086264177,0.42190781685569173,0.44388437010730514,0.4731355252606255,0.31313247030969565,0.25071600412418377,0.4519608966280979
40,0.5735479436361554,0.42093405124680183,0.5130981021117348,0.4226715545881544,0.4443617061900943,0.4713216481460267,0.31525184251727956,0.25111696643372666,0.4510635047924543
41,0.5791996028563792,0.42110589223660594,0.5151411005460724,0.42295795623782795,0.44403711765379766,0.47252453507465536,0.31616832779623477,0.2516515828464505,0.45167449497842443
42,0.5858441211288044,0.42104861190667126,0.5171840989804102,0.4227479283614007,0.4433688471378929,0.4721044793218009,0.3174857753847329,0.25193798449612403,0.45028067361668
43,0.5907129491732539,0.42196509718562647,0.5185397334555314,0.4232061710008783,0.44308244548821935,0.471130713712911,0.318803222973231,0.2526062550120289,0.45020429984343374
44,0.5963455149501661,0.4221369381754306,0.5208309466529194,0.42322526444418984,0.44270057662198803,0.47069156451674493,0.32271737885210217,0.25401916981708483,0.4494787489975942
45,0.604861190667125,0.42185053652575705,0.5231794401802421,0.42471455302249206,0.4426051094054302,0.4698132661244129,0.32313743460495664,0.2543055714667583,0.4479512735326689
46,0.6127658761981135,0.42139229388627947,0.5253942796043839,0.42412265627983353,0.4426432962920533,0.4707297514033681,0.3243212280902738,0.25478290754954747,0.44768396532630694
47,0.6204414404093634,0.4219460037423149,0.5284874174208577,0.42414174972314506,0.4404857371978463,0.4691640890518196,0.32537136747240997,0.25520296330240194,0.44629014396456257
48,0.6281551915072364,0.4224997135983503,0.5308359109481804,0.42387444151678316,0.4413831290334899,0.4691831824951312,0.32672700194753124,0.2557948600450605,0.44518272425249167
49,0.6341505327070683,0.4227288349180891,0.5333944323519303,0.42437087104288385,0.44208958643601787,0.46908771527857335,0.3276053003398633,0.2561958223546034,0.44306335204490777
50,0.6413869477221522,0.4223278726085462,0.5357620193225646,0.42410356283652195,0.44130675526024365,0.4681903234429297,0.32808263642265245,0.2567304387673273,0.4435406881276969
51,0.6479741856646427,0.42225149883529994,0.5370985603543743,0.42433268415626074,0.43922556993928286,0.46763661358689423,0.32878909382518046,0.257360522396609,0.442127773322641
52,0.6543323022873945,0.4223278726085462,0.5371940275709322,0.4242563103830145,0.4391873830526597,0.4674456791537786,0.3304884102799099,0.2577423912628403,0.44228052086913355
53,0.660480391033719,0.4228433955779585,0.5381105128498873,0.42431359071294916,0.43809905678390043,0.467999389009814,0.33172948409516173,0.2583342880054989,0.44100126016725855
54,0.6663802650169932,0.4233207316607477,0.5397716424179937,0.4242944972696376,0.437411692824684,0.46738839882384386,0.3327605300339863,0.2588689044182228,0.44140222247680144
55,0.6733302783824034,0.42301523656776263,0.5424256310383014,0.42454271203268795,0.43790812235078475,0.46603276434872265,0.3344598464887158,0.2594798946041929,0.4397601863520067
56,0.6795356474586627,0.42242333982510405,0.5441440409363425,0.42414174972314506,0.4351013861839844,0.46568908236911444,0.3352999579944247,0.26010997823347465,0.44004658800168023
57,0.6850154656890823,0.4223087791652347,0.5458242639477603,0.42448543170275327,0.43439492878145647,0.4653263069461947,0.33610188261351054,0.26053003398632907,0.43851911253675485
58,0.6914499560850804,0.4211440791232291,0.5476954213922939,0.42356894642379805,0.43405124680184826,0.4636460839347768,0.3367701531294154,0.26095008973918354,0.43727803872150306
59,0.6977507923778974,0.42034215450414325,0.5500439149196166,0.4243517775995723,0.432695612326727,0.46223316912972084,0.3371902088822698,0.2616183602550884,0.43657158131897505
60,0.7039943483407798,0.42051399549394736,0.552583342880055,0.42456180547599953,0.4318745942643296,0.4613548707373888,0.3377821056249284,0.2621338832245007,0.43491045175086873
61,0.7108488944896323,0.4206094627105052,0.5540917249016688,0.424409057929507,0.43176003360446025,0.46085844121128805,0.33988238438920076,0.26263031275060145,0.4335930041623706
62,0.7173597586588766,0.419120174132203,0.5548172757475083,0.42505823500210027,0.42950700729369534,0.46015198380876005,0.340665215564975,0.26358498491617977,0.43279107954328483
63,0.7246343605605835,0.41896742658571046,0.5568602741818459,0.42444724481613016,0.42916332531408713,0.45854813457058846,0.3413525795241914,0.264062320998969,0.4332111352961393
64,0.7316225608126169,0.4190056134723336,0.5577194791308665,0.4242563103830145,0.4287814564478558,0.45814717226104557,0.34223087791652346,0.2646542177416275,0.4324473975636766
65,0.7379806774353687,0.4183182495131172,0.5582731889869019,0.4237216939702906,0.42725398098293044,0.4579180509413068,0.34320464352541336,0.26566617023714056,0.43118723030511324
66,0.744797036697598,0.41726811013098103,0.560163439874747,0.4230725168976973,0.4262038416007943,0.45667697712605493,0.3440638484744339,0.2661816932065529,0.4309008286554397
67,0.7515752090732043,0.41703898881124224,0.5612899530301294,0.42179325619582236,0.42586015962118606,0.45591323939359224,0.3442165960209264,0.26646809485622636,0.4293924466338259
68,0.7586970634284187,0.4173444839042273,0.5624928399587582,0.4215259479894604,0.42454271203268795,0.4546148852484057,0.3449803337533891,0.266926337495704,0.4280749990453278
69,0.7654179554740902,0.41839462328636345,0.5636766334440753,0.42085767747355557,0.4234925726505518,0.4532401573299729,0.3452094550731279,0.26763279489823194,0.42853324168480544
70,0.7727116508191088,0.41799366097682056,0.56531866956887,0.4207622102569977,0.42089586436017873,0.4525527933707565,0.34505670752663536,0.26820559819757894,0.4268721121166991
71,0.780807270783213,0.4173444839042273,0.566597930270745,0.4206285561538168,0.41973116431817314,0.45186542941154006,0.34585863214572116,0.2685301867338756,0.4257265055180051
72,0.7885783022110208,0.4170008019246191,0.5672280139000268,0.41969297743155,0.4200939397410929,0.44974605720395616,0.3472142666208424,0.26896933593004163,0.4244663382594417
73,0.7967884828349945,0.41608431664566387,0.5687363959216405,0.41988391186466567,0.4196356971016153,0.44865773093519684,0.34700423874441516,0.2698476343223737,0.42414174972314506
74,0.8049222896857219,0.41570244777943255,0.5690609844579372,0.41902470691564514,0.4186428380494138,0.44665291938748236,0.3475579486004506,0.2704777179516554,0.42190781685569173
75,0.8135334326192386,0.41455684118073854,0.569862909077023,0.41913926757551456,0.4173253904609157,0.4455836865620346,0.3483025928896017,0.2711459884675602,0.41992209875128883
76,0.8213999312636041,0.41449956085080386,0.5708557681292245,0.41759269866727766,0.41472868217054265,0.44460992095314467,0.34895176996219496,0.2715278573337916,0.41841371672967503
77,0.8290564020315424,0.41381219689158744,0.5710657960056517,0.41667621338832245,0.4140604116546378,0.44306335204490777,0.34933363882842633,0.27217703440638485,0.4179554740901974
78,0.8378966662847978,0.4127429640661397,0.571180356665521,0.4161797838622217,0.41362126245847175,0.4409057929507007,0.3502119372207584,0.2726925573757972,0.41551151334631686
79,0.8469660518577921,0.41113911482796806,0.5719059075113606,0.4152823920265781,0.4121701607667927,0.43985565356856454,0.3505938060869897,0.2737617902012449,0.41551151334631686
80,0.8550998587085195,0.40993622789933937,0.5730515141100546,0.4152632985832665,0.41243746897315464,0.43802268301065417,0.35051743231374344,0.2744300607171497,0.4129338984992554
81,0.8637110016420362,0.40846603276434873,0.5740252797189446,0.414270439531065,0.40915339672356515,0.43693435674189485,0.350097376560889,0.2753656394394165,0.41241837552984306
82,0.8720166494825677,0.4077404819185092,0.5749226715545882,0.41442318707755754,0.4088860885172032,0.4362088058960553,0.3501355634475121,0.276091190285256,0.4115782640241341
83,0.881697025241532,0.4067858097529308,0.5762210256997747,0.4138694772215221,0.40636575400007635,0.433841218925421,0.3503074044373162,0.27658761981135677,0.410260816435636
84,0.8913774010004964,0.40653759498988046,0.5773475388551571,0.41341123458204454,0.4049337457517089,0.43193187459426435,0.3512811700462061,0.27738954443044256,0.4104708443120632
85,0.9014587390690038,0.4062320998968954,0.5788750143200825,0.4119410394470539,0.40422728834918087,0.42967884828349945,0.35122388971627144,0.2780196280597243,0.40940161148661547
86,0.9128575247260091,0.4054683621644327,0.5804788635582541,0.41129186237446064,0.40275709321419023,0.42796043838545844,0.3522167487684729,0.27851605758582504,0.4071676786191622
87,0.9246381792492459,0.40418910146255776,0.5818154045900638,0.4093252377133692,0.40096230954290296,0.4263756825905984,0.3522167487684729,0.27926070187497615,0.406690342536373
88,0.9361897124527437,0.40269981288425555,0.5824073013327223,0.40787413602169015,0.4001985718104403,0.42433268415626074,0.3511475159430252,0.2799480658341925,0.40367357849314545
89,0.9479321800893573,0.4022606636880895,0.5835529079314163,0.40630847367014167,0.3983656012525299,0.42238515293848095,0.3505556192003666,0.2810554855462634,0.40308168175048686
90,0.9600183297055791,0.40061862756329475,0.5843739259938138,0.4042845686791156,0.39584526673540305,0.41984572497804257,0.35068927330354754,0.28178103639210295,0.40170695383205407
91,0.9721044793218009,0.39884293733531906,0.5846412342001757,0.40229885057471265,0.39580707984877994,0.41742085767747356,0.35005918967426586,0.2829648298774201,0.40017947836712875
92,0.9846106846908772,0.39752548974682095,0.5847367014167335,0.40038950624355596,0.39395501584755793,0.4154351395730706,0.34839806010615954,0.2837858479398175,0.3988238438920075
93,0.9940619391301028,0.39603620116851873,0.5844693932103716,0.3986329094588918,0.39240844693932103,0.4136594493450949,0.34822621911635543,0.28462595944552643,0.3974109290869515
94,0.998854393401306,0.39557795852904115,0.584316645663879,0.3980028258296101,0.3918738305265972,0.41270477717951654,0.34822621911635543,0.285084202085004,0.3970290602207202
95,0.9998854393401306,0.39546339786917173,0.5845266735403063,0.39769733073662505,0.3919311108565319,0.41245656241646617,0.3483025928896017,0.2851414824149387,0.39700996677740863
