,goals,corners,on_target,off_target,attacks,dangerous_attacks,yellow_cards,red_cards,possession
0,0.4581089853744224,0.4552258754343758,0.4565815099094971,0.4555313705273609,0.4217359758658877,0.43651430098904037,0.30261198304502235,0.30202008630236377,0.41140642303433
1,0.46085844121128805,0.45453851147515945,0.45782258372474893,0.453278344216596,0.4301752778096002,0.4432160995914003,0.3030320387978768,0.3020582731889869,0.42985068927330355
2,0.4653644938328178,0.45430939015542066,0.46160308550043916,0.45167449497842443,0.4347767976476878,0.44749303089319126,0.30358574865391225,0.30207736663229845,0.4399320273418108
3,0.46891587428876924,0.4531255966701035,0.4645816626570436,0.44917325390460916,0.4382136174437698,0.4512353457822584,0.30452132737617904,0.3021728338488563,0.4437507160041242
4,0.4732118990338718,0.4524764195975102,0.4683621644327338,0.4483522358422118,0.4412685683736205,0.45545499675411466,0.3051895978920839,0.30226830106541414,0.4498224309772024
5,0.4767632794898232,0.45188452285485164,0.47097796616641846,0.4481803948524077,0.44441898652002904,0.45965555428265936,0.3062588307175316,0.30238286172528356,0.45207545728796733
6,0.4800855386260358,0.45245732615419865,0.4726581891778363,0.4473593767900103,0.44573643410852715,0.46229044945965553,0.3071180356665521,0.3024974223851529,0.4544812311452247
7,0.48363691908198725,0.45205636384465575,0.475273990911521,0.44806583419253826,0.4492496276778554,0.4655363348226219,0.30830182915186927,0.30259288960171077,0.45768892962156793
8,0.4870164585481346,0.45264826058731433,0.47735517623248175,0.449135067017986,0.4512735326688815,0.46637644632833086,0.3095810898537442,0.30266926337495703,0.4607056936647955
9,0.4919998472524535,0.45325925077328444,0.48021919272921676,0.44844770305876963,0.4522091113911483,0.4669110627410547,0.31087944399893075,0.30278382403482645,0.46022835758200636
10,0.49532210638866614,0.45377477374269676,0.48289227479283614,0.44821858173903084,0.4521709245045252,0.46719746439072823,0.31179592927788596,0.3027456371482033,0.4613930576240119
11,0.4985107114216978,0.453851147515943,0.4850689273303548,0.448562263718639,0.4525909802573796,0.4707870317333028,0.313647993279108,0.3029747584679421,0.46148852484056974
12,0.5023866804139459,0.4536793065261389,0.48749379463092374,0.449268721121167,0.4536983999694505,0.47235269408485125,0.3149845343109176,0.3030702256844999,0.4619849543666705
13,0.505995341199832,0.4540611753923703,0.49018597013785464,0.4504525146064841,0.455569557413984,0.4736128613434147,0.31676022453889335,0.30318478634436935,0.4637606445946462
14,0.5099285905220148,0.4530683163401688,0.49238171611868486,0.44993699163707185,0.4556268377439187,0.47506396303509374,0.31813495245732615,0.3034711879940428,0.46418070034750064
15,0.5131935693282926,0.45398480161912397,0.4942910604498415,0.44993699163707185,0.45816626570435715,0.47783251231527096,0.31947149348913584,0.3034902814373544,0.4663191659983961
16,0.5166494825676863,0.45358383930958107,0.49627677855424446,0.4520181769580326,0.4565433230228739,0.4789399320273418,0.3209035017375033,0.30352846832397756,0.4651544659563906
17,0.5198953679306526,0.4539275212891893,0.49795700156566236,0.45322106388666134,0.4567533508993012,0.47949364188337723,0.3226600985221675,0.30377668308702793,0.46482987742009396
18,0.5233321877267346,0.45348837209302323,0.49893076717455226,0.4531828770000382,0.4571543132088441,0.47884446481078397,0.32384389200748465,0.30398671096345514,0.4636651773780884
19,0.5256615878107458,0.45396570817581244,0.500439149196166,0.45400389506243555,0.4577080230648795,0.48155573376102645,0.3256386756787719,0.30413945850994767,0.46395157902776185
